,name,description,price,product_details,variatal,size,country,closure,target
267,the last drop,1967 glen garioch single malt scotch whisky 700ml,8000.0,"with only 118 bottles produced worldwide and just 6 available in australia, the last drop 1967 single malt scotch whisky is the ultimate in rare and collectible whiskies. heady notes of cognac-soaked fruitcake are balanced with apricot and accented with a subtle peaty smokiness. softens to vanilla and honey nectar, fruit and spice. finishes with honey, smokiness and oak. comes with a 50ml miniature, elegant leather box and booklet.",single malt,700.0,scotland,cork,1
268,the macallan,no. 6 single malt scotch whisky 700ml,6498.95,"the macallan no.6 is aptly named after the six pillars that form the foundations of the macallan heritage. almost haunting in character, the no. 6 is displayed beautifully in a lalique decanter. dark mahogany in colour, with spanish oak casks delivering rich notes of fig, dates and toffee apple on the nose. ginger and cinnamon dance elegantly around the edges, with a delicate balance of dark chocolate and sweet vanilla that lingers. heavy and sumptuous on the palate with hints of cloves and orange, finish is silky smooth and lush.",single malt,700.0,scotland,unknown,1
269,laphroaig,30 years old scotch whisky 700ml,1990.0,"laphroaig 30 year old is a rare, very premium liquid. it took maturing this exquisite single malt twice in ex-bourbon barrels to give it such profound character. featuring notes of toasted almond, sage and a subtle touch of the peat smoke that is laphroaig’s trademark. we know you’ll find each and every sip well worth the wait.",single malt,700.0,scotland,unknown,1
270,gordon & macphail,glenturret 2000 highland single malt scotch whisky 700ml,259.99,"an independent bottling from gordon &amp; macphail of glenturret single malt scotch whisky. this independent take on the glenturret spirit offers sweet peat, ripe banana and cocoa powder with a smooth, creamy body. truly an easy drinking highland malt.",single malt,700.0,scotland,stopper,1
271,hellyers road,master series original 14 year old single malt whisky 700ml,239.99,"the oldest cask released by the distillery behind only the first two un-released casks held in bond by hellyers road. age has served this single malt well. the typical hellyers road citrus notes and vanilla sweetness are bombarded by an explosion of fruit tingle like fizziness making this whisky very unique and a very special part of the distillery’s story, thus far.",single malt,700.0,australia,screw cap,1
272,highland park,25 year old single malt scotch whisky 700ml,798.95,"the remarkable complexity of the highland park 25 year old single malt whisky owes a great deal to its maturation in a high proportion of the finest quality first-fill sherry seasoned european oak casks. the casks impart an astonishing flavour to the whisky as it matures – at once dark and full bodied with a rich and nutty spiciness, yet brimming with sweet dried fruits, cinder toffee and soft fudge. 25 years encased in oak has not only created a whisky with impressive depths, but time has delivered a vibrant sweetness too. renowned whisky writer f. paul pacult named it best spirit in the world in the 2013 spirit journal - one of many accolades awarded to this outstanding single malt.",single malt,700.0,scotland,unknown,1
273,benromach,35 year old single malt scotch whisky 700ml,1950.0,"the beautiful golden amber hues of the 35 years old promise a satisfying, complex speysider… and it generously fulfils its promise. pour a dram and appreciate the aroma without water… the nose offers rich sherry influences with orange marmalade, kiwi and grapefruit aromas, complemented by gorgeous cinnamon spice. now lift it to your lips and take a sip, enjoying the taste without water. initially, it is sweet on the palate with honey, fruitcake, ripe banana and melon flavours. watch out for the smooth white chocolate edge as it develops, combined with a soft menthol note, giving a full body and long and smooth fruity finish. now add a drop or two of water and notice the aroma with water… sherry influences with honey, blackcurrant and beeswax polish aromas, complemented by a subtle hint of cloves. now it’s time to savour the taste with water… a fabulous combination of white pepper followed by dried tobacco, dewy stewed pear, raisin and zesty orange peel flavours, heightened by a delicate edge of charred oak…the result of lingering for over three decades in oak casks.",single malt,700.0,scotland,cork,1
274,talisker,neist point single malt scotch whisky 700ml,199.99,"talisker neist point is named after the headland on the isle of skye’s westernmost shore. talisker neist point showcases the supreme skill and flair of our malt master who combines complex flavours: spicy, powerful, rich and sweet to produce this refined single malt whisky. in order to produce more intense and powerful flavours, talisker neist point is not chill-filtered before bottling its flavours, like the seas that surround the isle of skye, start softly, then slowly but surely build to deliver wave after wave of sea salt, spice and swirling, volcanic smoke, before reaching a warming and sweetly smoky finish.",single malt,700.0,scotland,cork,1
275,tomintoul,single malt peated scotch whisky 700ml,89.99,"pure ingredients and the natural environment add to smooth and mellow character of our award-winning tomintoul speyside glenlivet single malt scotch whisky, 'the gentle dram'. tomintoul 'with a peaty tang' has been made with peated malt barley to give it a deep smoky flavour. this makes 'peaty tang' very unusual, most distilleries in the speyside region do not use peat.",single malt,700.0,scotland,cork,0
276,tomintoul,10 year old single malt scotch whisky 700ml,94.99,"pure ingredients and the natural environment add to smooth and mellow character of our award-winning tomintoul speyside glenlivet single malt scotch whisky, 'the gentle dram'. 
tomintoul aged 10 years has been lovingly crafted from a selection of the finest bourbon casks, each aged for at least ten years.",single malt,700.0,scotland,cork,0
277,wolfburn,batch 128 single malt scotch whisky 700ml,139.99,"batch no.128 is a release of 6,000 bottles, benefits from a 10 minute chill out before drinking. the peating is highly sympathetic to wolfburn’s underlying spirit allowing it’s natural expressiveness to still shine through, whilst offering up a new take on the wolfburn experience.",single malt,700.0,scotland,screw cap,1
278,the arran,malt 18 year old scotch whisky 700ml,199.99,"the arran 18-year-old is a wonderfully balanced expression of the arran malt which displays the tremendous depth of character of the distillery. caramelised citrus and tropical notes on a background of toasted oak on the palate. a creation of an intense, well-rounded dram with charm and personality. this is the only distillery on the isle of arran and a proudly independent scottish company. independently owned...independently minded.",blended,700.0,scotland,cork,1
279,glen elgin,12 year old whisky 700ml,109.99,"founded at the end of the whisky boom in 1898, glen elgin was designed by the distillery architect charles doig of elgin. it is an unusually distinctive speyside single malt scotch whisky from a little known traditional distillery that finds its home 10 miles south of where the river lossie exits to the sea. a typical speyside whisky, it’s complex and fragrant. on the palate it is soft and malty, delivering flavours of honey and lightly salted butter on toasted sultana loaf, plus hints of tiramisu. a characteristic heather-honey on the nose leads on to a pleasant malty palate, but never too rich. sweet to start, then fruity, glen elgin whisky is a typical speyside – complex, fragrant, with a delicious orange blossom finish. often described as a ‘fruitcake in a bottle’ this single malt needs a sweet partner that won’t overload the palate. we suggest vanilla cheesecake.",single malt,700.0,scotland,unknown,1
